LGA_CODE21,LGA_NAME21,AREASQKM21,LATITUDE,LONGITUDE
17620,Upper Hunter Shire,8096.0889,-31.96924253,150.7265271
17640,Upper Lachlan Shire,7127.3957,-34.41770949,149.4556751
17650,Uralla,3226.5327,-30.5076629,151.312335
17750,Wagga Wagga,4824.4888,-35.19660368,147.3663568
17850,Walcha,6261.0243,-31.16388934,151.7845344
17900,Walgett,22308.2528,-29.81666488,148.1944595
17950,Warren,10753.7672,-31.32563982,147.6798502
18020,Warrumbungle Shire,12372.12,-31.46279395,149.4053985
18050,Waverley,9.3506,-33.89003827,151.2668515
18100,Weddin,3414.8566,-33.87190036,148.0112492
18200,Wentworth,26255.9338,-33.57019715,142.2428975
18250,Willoughby,22.4257,-33.80108572,151.196376
18350,Wingecarribee,2689.3415,-34.47692414,150.3562646
18400,Wollondilly,2555.4341,-34.10192822,150.4438006
18450,Wollongong,684.3076,-34.36883817,150.8371458
18500,Woollahra,12.2584,-33.87168279,151.2573974
18710,Yass Valley,3995.017,-34.95416755,148.884994
19399,Unincorporated NSW,93208.9194,-30.65452348,142.2157941
19499,No usual address (NSW),0,0,0
19799,Migratory - Offshore - Shipping (NSW),0,0,0
20110,Alpine,4788.157,-36.85355584,146.9741773
20260,Ararat,4211.1172,-37.47269577,142.8431973
20570,Ballarat,739.0321,-37.49284032,143.7814768
20660,Banyule,62.5402,-37.73042782,145.0851468
20740,Bass Coast,865.8094,-38.5072755,145.5580614
20830,Baw Baw,4027.6287,-37.98398605,146.1315084
20910,Bayside (Vic.),37.2111,-37.94182591,145.0181599
21010,Benalla,2352.6398,-36.58698987,146.0237675
21110,Boroondara,60.1776,-37.81927311,145.063095
21180,Brimbank,123.3991,-37.74753977,144.8033167
21270,Buloke,7998.247,-35.91243798,143.0048505
21370,Campaspe,4519.073,-36.34516564,144.7164188
21450,Cardinia,1282.5671,-38.08300067,145.5726911
21610,Casey,409.4287,-38.10433703,145.3090168
21670,Central Goldfields,1532.7843,-37.00714921,143.7138469
21750,Colac Otway,3437.47,-38.45194766,143.5951879
21830,Corangamite,4407.492,-38.20431004,143.1986574
21890,Darebin,53.4712,-37.73344545,145.0143391
22110,East Gippsland,20939.5016,-37.3780255,148.2916948
22170,Frankston,129.5981,-38.13459505,145.1738047
22250,Gannawarra,3737.5979,-35.75152038,143.803977
22310,Glen Eira,38.6908,-37.90119267,145.0426085
22410,Glenelg,6218.7884,-37.87048377,141.3857204
22490,Golden Plains,2703.3899,-37.88205198,143.8425172
22620,Greater Bendigo,2999.9717,-36.73442798,144.422652
22670,Greater Dandenong,129.5466,-38.00557619,145.190015
22750,Greater Geelong,1247.9872,-38.06894547,144.4171684
22830,Greater Shepparton,2421.9092,-36.3969814,145.3862051
22910,Hepburn,1472.9843,-37.31692383,144.0575666
22980,Hindmarsh,7524.1823,-36.05150462,141.7525608
23110,Hobsons Bay,64.2405,-37.85470745,144.8297636
23190,Horsham,4266.769,-36.82573189,142.0904566
23270,Hume,503.8488,-37.58916906,144.8245403
23350,Indigo,2040.471,-36.22550506,146.7229556
23430,Kingston (Vic.),91.3676,-37.98857038,145.1050782
23670,Knox,113.9114,-37.88896911,145.2586756
23810,Latrobe (Vic.),1425.613,-38.27455149,146.4381407
23940,Loddon,6696.4447,-36.36389212,143.8671486
24130,Macedon Ranges,1748.284,-37.33565454,144.6166196
24210,Manningham,113.3479,-37.7615772,145.1885667
24250,Mansfield,3843.8535,-37.20041398,146.2068415
24330,Maribyrnong,31.2258,-37.79525424,144.8777782
24410,Maroondah,61.4097,-37.80485917,145.2652673
24600,Melbourne,37.5452,-37.81064089,144.9437721
24650,Melton,527.5374,-37.69299244,144.6259878
24780,Mildura,22081.9206,-34.86921778,141.6828832
24850,Mitchell,2862.0837,-37.13751729,145.0016112
24900,Moira,4045.9201,-36.06189272,145.5503592
24970,Monash,81.4829,-37.89712832,145.1440394
25060,Moonee Valley,43.1384,-37.74948676,144.8957676
25150,Moorabool,2110.5504,-37.63276192,144.2156565
25250,Moreland,50.9522,-37.72990539,144.9488939
25340,Mornington Peninsula,723.992,-38.3416772,145.0352951
25430,Mount Alexander,1529.6183,-37.05077703,144.1929428
25490,Moyne,5481.686,-38.12244097,142.490042
25620,Murrindindi,3879.7505,-37.31096792,145.6301112
25710,Nillumbik,432.3373,-37.62290148,145.2368103
25810,Northern Grampians,5729.8765,-36.8446157,142.9196494
25900,Port Phillip,20.6141,-37.85189569,144.9660282
25990,Pyrenees,3434.5687,-37.31644467,143.3750473
26080,Queenscliffe,8.6166,-38.26426712,144.6477213
26170,South Gippsland,3296.3307,-38.62136402,146.0759975
26260,Southern Grampians,6654.0186,-37.53651999,142.0331004
26350,Stonnington,25.651,-37.85794167,145.0336628
26430,Strathbogie,3303.2568,-36.76031831,145.4349235
26490,Surf Coast,1552.944,-38.31228857,144.0531281
26610,Swan Hill,6115.5373,-35.12019035,143.1254814
26670,Towong,6675.1725,-36.35442129,147.5988585
26700,Wangaratta,3645.1096,-36.58825585,146.4283913
26730,Warrnambool,120.9487,-38.37143054,142.5118202
26810,Wellington,10817.4231,-37.89433872,146.9193588
26890,West Wimmera,9108.6794,-36.67556248,141.2793538
26980,Whitehorse,64.2801,-37.83023536,145.1550658
27070,Whittlesea,489.6938,-37.54719933,145.0776986
27170,Wodonga,433.0021,-36.15049053,146.8826158
27260,Wyndham,542.0943,-37.88663382,144.6182584
27350,Yarra,19.5421,-37.80226766,144.9985545
27450,Yarra Ranges,2468.2052,-37.71426326,145.6970424
27630,Yarriambiack,7325.797,-35.99005082,142.4190158
29399,Unincorporated Vic,283.1903,-37.89936604,145.8923688
29499,No usual address (Vic.),0,0,0
29799,Migratory - Offshore - Shipping (Vic.),0,0,0
30250,Aurukun,7423.9891,-13.60936341,141.8284547
30300,Balonne,31104.0851,-28.31590632,148.1161527
30370,Banana,28550.1626,-24.93515404,149.9387102
30410,Barcaldine,53382.654,-23.11367382,145.6934281
30450,Barcoo,61830.1679,-25.13105769,142.2674676
30760,Blackall Tambo,30537.248,-24.78561714,145.7912629
30900,Boulia,60906.4695,-22.48043253,139.2464472
31000,Brisbane,1342.7173,-27.43782844,153.0390093
31750,Bulloo,73722.0101,-28.02128038,142.5948591
31820,Bundaberg,6431.0889,-24.96780314,152.0357733
31900,Burdekin,5043.9318,-19.82356964,147.2431128
31950,Burke,39681.2234,-18.03136329,138.9477599
32080,Cairns,1689.3227,-17.16014553,145.8190086
32250,Carpentaria,64121.0123,-17.44438359,141.3647539
32260,Cassowary Coast,4687.824,-17.95953815,145.92598
32270,Central Highlands (Qld),59834.8359,-24.03144396,148.4158189
32310,Charters Towers,68382.1644,-20.14884943,145.7882104
32330,Cherbourg,31.6002,-26.28879587,151.9359993
32450,Cloncurry,47971.2595,-20.8176909,140.2647705
32500,Cook,105717.7521,-14.23595571,143.2596705
32600,Croydon,29497.9025,-18.55408611,142.216809
32750,Diamantina,94722.429,-24.63024843,139.7319896
32770,Doomadgee,1827.6518,-17.59651505,138.7809613
32810,Douglas,2427.8626,-16.22202752,145.2867046
33100,Etheridge,39199.2956,-18.50460759,143.6604129
33200,Flinders (Qld),41199.9375,-20.97386691,144.3217349
33220,Fraser Coast,7104.5984,-25.5278892,152.6767378
33360,Gladstone,10484.2861,-24.17631045,151.3070374
33430,Gold Coast,1333.386,-27.98048866,153.318477
33610,Goondiwindi,19265.7098,-28.37367139,150.3398999
33620,Gympie,6883.9781,-26.14702486,152.4636414
33800,Hinchinbrook,2807.1889,-18.66188174,146.0476164
33830,Hope Vale,1111.7099,-15.16773708,145.1915743
33960,Ipswich,1093.8562,-27.66560289,152.6674687
33980,Isaac,58707.9192,-22.23808852,147.8918588
34420,Kowanyama,2555.3325,-15.31951433,141.8105716
34530,Livingstone,11757.8686,-22.79597139,150.1934812
34570,Lockhart River,3576.6839,-13.00532815,143.2402995
34580,Lockyer Valley,2269.0054,-27.64271723,152.2405583
34590,Logan,958.1333,-27.76238353,153.040213
34710,Longreach,40572.2442,-23.71812058,143.9593264
34770,Mackay,7613.2963,-21.13907887,148.8042501
34800,McKinlay,40736.7989,-20.53398409,141.586972
34830,Mapoon,537.2366,-12.14170327,141.9198069
34860,Maranoa,58719.3449,-26.54427082,148.2876989
34880,Mareeba,53491.0502,-16.98472377,143.9551793
35010,Moreton Bay,2041.4737,-27.11798049,152.8831262
35250,Mornington,1247.6932,-16.63181963,139.4013201
35300,Mount Isa,43715.1975,-19.95389435,138.7822313
35600,Murweh,40699.7586,-26.18966643,146.4894831
35670,Napranum,2004.3468,-12.51575439,142.112448
35740,Noosa,869.8657,-26.32484164,152.9455822
35760,North Burnett,19669.8489,-25.35527083,151.2041733
35780,Northern Peninsula Area,1052.0676,-11.00490265,142.3128985
35790,Palm Island,71.9928,-18.73134774,146.6002599
35800,Paroo,47614.9225,-28.07295441,145.771318
36070,Pormpuraaw,4395.3654,-14.71939315,141.8074056
36150,Quilpie,67414.6563,-26.34881661,143.8934456
36250,Redland,537.1672,-27.56858597,153.3608489
36300,Richmond,26580.748,-20.54064204,142.9010645
36370,Rockhampton,6570.2667,-23.44113073,150.2184274
36510,Scenic Rim,4243.0014,-28.06232703,152.7962128
36580,Somerset,5373.4335,-27.00892398,152.4252195
36630,South Burnett,8381.558,-26.40520815,151.6469319
36660,Southern Downs,7106.436,-28.40543228,151.8857994
36720,Sunshine Coast,2253.8522,-26.69616884,152.898358
36820,Tablelands,11292.8695,-17.93077946,145.3305418
36910,Toowoomba,12957.2103,-27.58197961,151.5338991
36950,Torres,883.7402,-10.73114804,142.4122844
36960,Torres Strait Island,490.0453,-9.859100399,142.3656044
37010,Townsville,3730.8199,-19.39081993,146.7116773
37300,Weipa,10.4643,-12.63962905,141.8797781
37310,Western Downs,37922.5007,-26.84176308,150.3476621
37340,Whitsunday,23818.9729,-20.70092667,147.7247077
37400,Winton,53813.4826,-22.53913133,142.4245054
37550,Woorabinda,390.5578,-23.94393851,149.5255523
37570,Wujal Wujal,11.842,-15.96828995,145.3132
37600,Yarrabah,158.8381,-16.99452622,145.8971672
39499,No usual address (Qld),0,0,0
39799,Migratory - Offshore - Shipping (Qld),0,0,0
40070,Adelaide,15.5733,-34.92196944,138.5989198
40120,Adelaide Hills,794.4957,-34.89281023,138.8362364
40150,Adelaide Plains,932.4913,-34.48060854,138.4546843
40220,Alexandrina,1826.8067,-35.35190045,138.8783592
40250,Anangu Pitjantjatjara Yunkunytjatjara,102348.117,-27.07760647,131.205736
40310,Barossa,893.5424,-34.62105085,139.0016896
40430,Barunga West,1590.3887,-33.79895351,137.956344
40520,Berri Barmera,476.1962,-34.26584096,140.4889127
40700,Burnside,27.5183,-34.93996283,138.6598744
40910,Campbelltown (SA),24.3485,-34.88371229,138.6822409
41010,Ceduna,5420.3435,-32.102098,133.8724284
41060,Charles Sturt,54.7876,-34.89035156,138.5236183
41140,Clare and Gilbert Valleys,1892.4466,-34.0039566,138.7359767
41190,Cleve,5018.8483,-33.65029606,136.2847581
41330,Coober Pedy,77.6795,-29.01584485,134.752361
41560,Copper Coast,772.9149,-33.98337914,137.7289658
41750,Elliston,6741.9317,-33.5615395,135.3446152
41830,Flinders Ranges,4070.4827,-32.07561036,138.3011982
41960,Franklin Harbour,2755.5639,-33.53428956,136.9644154
42030,Gawler,41.1379,-34.62211328,138.7298892
42110,Goyder,6715.1418,-33.64595766,139.0740824
42250,Grant,1897.8235,-37.84608573,140.7247508
42600,Holdfast Bay,13.752,-35.00113048,138.5213172
42750,Kangaroo Island,4400.863,-35.82780576,137.239777
43080,Karoonda East Murray,4415.796,-34.95049152,140.0201019
43220,Kimba,5697.1074,-33.00267969,136.143807
43360,Kingston (SA),3339.7952,-36.64350229,140.0255165
43650,Light,1276.8453,-34.41109207,138.8465015
43710,Lower Eyre Peninsula,4721.3922,-34.41244325,135.5970862
43790,Loxton Waikerie,7763.8714,-34.50821534,140.3516278
44000,Maralinga Tjarutja,105766.3105,-29.34982767,130.9624736
44060,Marion,55.6406,-35.0324695,138.5397035
44210,Mid Murray,6271.6255,-34.4502073,139.4613941
44340,Mitcham,75.5468,-35.00386214,138.6217573
44550,Mount Barker,594.6406,-35.08579581,138.8750116
44620,Mount Gambier,33.8938,-37.82533181,140.7816891
44830,Mount Remarkable,3422.7733,-32.75827088,138.2051203
45040,Murray Bridge,1831.7597,-35.15930508,139.3017901
45090,Naracoorte Lucindale,4519.715,-36.97726086,140.5473223
45120,Northern Areas,2986.1818,-33.28639552,138.511427
45290,Norwood Payneham and St Peters,15.1036,-34.90756033,138.6364569
45340,Onkaparinga,518.1255,-35.17867452,138.5688598
45400,Orroroo Carrieton,3321.8239,-32.52075544,138.6393612
45540,Peterborough,3020.142,-32.86410899,139.0596484
45680,Playford,345.2038,-34.68887575,138.6629738
45890,Port Adelaide Enfield,91.7588,-34.84069847,138.5615149
46090,Port Augusta,1157.9905,-32.5911232,137.7511781
46300,Port Lincoln,30.3681,-34.72920758,135.8511361
46450,Port Pirie,1760.7097,-33.37682876,138.1059398
46510,Prospect,7.7915,-34.88398354,138.5979431
46670,Renmark Paringa,916.442,-34.18226093,140.8141216
46860,Robe,1091.7162,-37.18767075,139.9794493
46970,Roxby Downs,110.4778,-30.5543722,136.8811864
47140,Salisbury,159.8432,-34.77264545,138.6113066
47290,Southern Mallee,5702.2024,-35.39390718,140.5743585
47490,Streaky Bay,6222.8591,-32.70890336,134.5640365
47630,Tatiara,6527.2342,-36.22790792,140.584449
47700,Tea Tree Gully,95.2109,-34.80514808,138.7180482
47800,Coorong,8833.4339,-35.71379474,139.7613185
47910,Tumby Bay,2669.0794,-34.17932039,136.0197055
47980,Unley,14.2703,-34.95478367,138.6040395
48050,Victor Harbor,384.6255,-35.51277636,138.5461687
48130,Wakefield,3468.4879,-33.9914318,138.3565123
48260,Walkerville,3.53,-34.8927723,138.6171167
48340,Wattle Range,3926.2101,-37.47039707,140.5188705
48410,West Torrens,37.0886,-34.94141751,138.5438193
48540,Whyalla,1071.3397,-33.03730554,137.4943444
48640,Wudinna,5075.2783,-33.02865043,135.3146462
48750,Yankalilla,751.2577,-35.51857873,138.3371004
48830,Yorke Peninsula,5899.6397,-34.68369773,137.5599497
49399,Unincorporated SA,619426.0858,-29.5880273,136.7745898
49499,No usual address (SA),0,0,0
49799,Migratory - Offshore - Shipping (SA),0,0,0
50080,Albany,4308.458,-34.73911808,118.1825849
50210,Armadale,559.5258,-32.16751857,116.1369888
50250,Ashburton,100817.3112,-22.49363583,116.726255
50280,Augusta Margaret River,2122.375,-34.03086388,115.2278015
50350,Bassendean,10.3449,-31.90383413,115.9452318
50420,Bayswater,34.6169,-31.90377552,115.9078277
50490,Belmont,39.8246,-31.95622027,115.9483285
50560,Beverley,2370.5195,-32.17465105,116.7965899
50630,Boddington,1904.4791,-32.81628288,116.3999008
50770,Boyup Brook,2826.4585,-33.89175425,116.5240409
50840,Bridgetown-Greenbushes,1337.361,-34.00376755,116.1910009
50910,Brookton,1601.1532,-32.36198187,117.0030997
50980,Broome,54401.8236,-18.67020478,122.4636889
51080,Broomehill-Tambellup,2609.6612,-34.00249638,117.6613291
51120,Bruce Rock,2724.6944,-31.95257604,118.0286404
51190,Bunbury,65.4163,-33.35163319,115.6644049
51260,Busselton,1454.0509,-33.71843065,115.3488707
51310,Cambridge,21.9555,-31.93626527,115.7864101
51330,Canning,64.8791,-32.03688123,115.9163617
51400,Capel,557.8983,-33.53233722,115.6357307
51470,Carnamah,2870.9316,-29.77320988,115.5778415
51540,Carnarvon,46574.705,-24.34995148,114.3910375
51610,Chapman Valley,3981.3333,-28.3223635,115.0591367
51680,Chittering,1219.9032,-31.37438131,116.0783468
51710,Christmas Island,136.1356,-10.48534278,105.6364804
51750,Claremont,4.9554,-31.98013572,115.7799868
51820,Cockburn,167.9415,-32.11426741,115.7929019
51860,Cocos Islands,13.7258,-12.1345674,96.86227327
51890,Collie,1709.815,-33.28354138,116.2115768
51960,Coolgardie,30297.6977,-31.18677181,120.9644729
52030,Coorow,4189.8721,-30.02160291,115.7592261
52100,Corrigin,2681.271,-32.35835324,117.7990397
52170,Cottesloe,3.8564,-31.99398985,115.7585068
52240,Cranbrook,3276.0464,-34.31480507,117.2858834
52310,Cuballing,1195.3369,-32.73539595,117.1591847
52380,Cue,13582.1956,-27.31080713,117.9400509
52450,Cunderdin,1862.4457,-31.59956797,117.1557303
52520,Dalwallinu,7224.3566,-30.12523333,116.9447647
52590,Dandaragan,6711.5721,-30.53960031,115.5060806
52660,Dardanup,525.8017,-33.4154116,115.8519255
52730,Denmark,1859.8487,-34.89047114,117.1188389
52800,Derby-West Kimberley,119730.9696,-17.79104274,124.9775171
52870,Donnybrook-Balingup,1559.856,-33.66953968,115.9735489
52940,Dowerin,1863.0851,-31.10764289,117.1112786
53010,Dumbleyung,2539.2249,-33.22448796,117.9645379
53080,Dundas,92886.3668,-32.01131505,124.4179531
53150,East Fremantle,3.1384,-32.03792684,115.7681782
53220,East Pilbara,372295.6721,-21.76844889,123.5964967
53290,Esperance,44797.5456,-33.2219589,122.2502913
53360,Exmouth,6488.2097,-22.5216767,114.1670215
53430,Fremantle,19.2892,-32.05742523,115.7661376
53570,Gingin,3208.3585,-31.19156661,115.6991847
53640,Gnowangerup,4265.0423,-34.0621217,118.2887525
53710,Goomalling,1835.4294,-31.24282755,116.7847583
53780,Gosnells,127.2976,-32.06621838,115.9921475
53800,Greater Geraldton,9909.0002,-28.56153448,115.497159
53920,Halls Creek,133045.9733,-19.25809746,127.6168044
53990,Harvey,1727.607,-33.10109142,115.9125063
54060,Irwin,2369.3298,-29.32602862,115.0918219
54130,Jerramungup,6511.1803,-34.07058258,119.1011888
54170,Joondalup,98.942,-31.78348465,115.7667095
54200,Kalamunda,324.2958,-32.01223167,116.1227741
54280,Kalgoorlie-Boulder,95500.292,-30.74940818,125.051329
54310,Karratha,15238.2934,-21.04928372,117.0360127
54340,Katanning,1518.1854,-33.64828697,117.6842269
54410,Kellerberrin,1915.433,-31.58233235,117.8145362
54480,Kent,5624.5818,-33.55081583,118.5722459
54550,Kojonup,2930.9925,-33.90762314,117.0480225
54620,Kondinin,7440.8016,-32.42730359,119.1848094
54690,Koorda,2832.313,-30.59047808,117.4254718
54760,Kulin,4718.9219,-32.7175066,118.5761165
54830,Kwinana,120.0123,-32.22767681,115.8286728
54900,Lake Grace,11886.3198,-33.05988361,119.2875387
54970,Laverton,179993.971,-27.89110072,125.4016742
55040,Leonora,31915.0562,-28.21231428,121.1453758
55110,Mandurah,174.8968,-32.63378257,115.6829348
55180,Manjimup,7029.6076,-34.55712677,116.325689
55250,Meekatharra,100188.5478,-25.14009678,118.8640226
55320,Melville,52.8505,-32.04743322,115.8293989
55390,Menzies,124115.424,-29.57509547,123.971107
55460,Merredin,3293.7824,-31.51531423,118.3593591
55530,Mingenew,1934.8857,-29.15818577,115.4842599
55600,Moora,3763.0254,-30.49804477,116.1854543
55670,Morawa,3510.5929,-29.06690607,116.0170978
55740,Mosman Park,4.3472,-32.014791,115.7655565
55810,Mount Magnet,13858.1182,-28.23805208,117.9764186
55880,Mount Marshall,10184.5937,-30.18375265,117.962188
55950,Mukinbudin,3426.944,-30.62994002,118.3111461
56090,Mundaring,643.2012,-31.89992339,116.2516422
56160,Murchison,45046.0922,-26.75183303,116.2997643
56230,Murray,1703.4688,-32.62364926,115.9894423
56300,Nannup,3053.9361,-34.12842249,115.663907
56370,Narembeen,3809.0285,-32.04710219,118.6538585
56460,Narrogin,1631.3024,-32.99536466,117.26226
56580,Nedlands,19.6449,-31.97243617,115.7895883
56620,Ngaanyatjarraku,159815.9632,-25.09485756,126.835295
56730,Northam,1431.2215,-31.68593389,116.6360066
56790,Northampton,12543.7142,-27.75306615,114.6459242
56860,Nungarin,1166.0245,-31.14938033,118.2080985
56930,Peppermint Grove,1.0677,-31.99931982,115.7671535
57000,Perenjori,8301.3551,-29.44392715,116.6114266
57080,Perth,13.7335,-31.96015785,115.8465652
57140,Pingelly,1294.5721,-32.51994563,117.222057
57210,Plantagenet,4876.682,-34.59720553,117.5619796
57280,Port Hedland,18417.0777,-20.92910947,118.6732132
57350,Quairading,2016.9268,-32.00480222,117.4234502
57420,Ravensthorpe,9841.7504,-33.61618205,120.1386087
57490,Rockingham,257.4979,-32.34416914,115.7890075
57630,Sandstone,32605.2912,-28.33590086,119.1731227
57700,Serpentine-Jarrahdale,901.2054,-32.3442424,116.0343417
57770,Shark Bay,24201.5491,-26.53670672,114.5251445
57840,South Perth,19.8114,-31.99784366,115.8700255
57910,Stirling,104.7273,-31.88567985,115.8196376
57980,Subiaco,5.6182,-31.95200953,115.8187296
58050,Swan,1042.9936,-31.74126392,116.0674232
58190,Tammin,1101.692,-31.60666279,117.4950013
58260,Three Springs,2656.6928,-29.52575392,115.5773263
58330,Toodyay,1691.6485,-31.47107928,116.3806653
58400,Trayning,1651.2043,-31.14399827,117.8068836
58470,Upper Gascoyne,57809.8737,-24.72657584,116.3551213
58510,Victoria Park,17.9396,-31.9797003,115.9014807
58540,Victoria Plains,2551.0132,-31.0143216,116.3196045
58570,Vincent,11.3771,-31.93127701,115.8525553
58610,Wagin,1946.1763,-33.27668011,117.3699396
58680,Wandering,1903.8645,-32.54716935,116.5812657
58760,Wanneroo,683.2602,-31.61175146,115.7629598
58820,Waroona,832.2285,-32.85793894,115.9201061
58890,West Arthur,2831.8272,-33.45711674,116.7393779
